"Jurisdiction","Precinct","Race","Candidate","Votes"
"Washoe","2022","Governor","None Of These Candidates","14"
"Washoe","2022","Governor","Sandoval, Brian","270"
"Washoe","2022","Governor","VanDerBeek, David Lory","5"
"Washoe","2023","Governor","Goodman, Robert ""Bob""","81"
"Washoe","2023","Governor","None Of These Candidates","8"
"Washoe","2023","Governor","Sandoval, Brian","207"
"Washoe","2023","Governor","VanDerBeek, David Lory","10"
"Washoe","2025","Governor","Goodman, Robert ""Bob""","32"
"Washoe","2025","Governor","None Of These Candidates","2"
"Washoe","2025","Governor","Sandoval, Brian","261"
"Washoe","2025","Governor","VanDerBeek, David Lory","4"
"Washoe","2026","Governor","Goodman, Robert ""Bob""","27"
"Washoe","2026","Governor","None Of These Candidates","8"
"Washoe","2026","Governor","Sandoval, Brian","86"
"Washoe","2026","Governor","VanDerBeek, David Lory","6"
"Washoe","2027","Governor","Goodman, Robert ""Bob""","70"
"Washoe","2027","Governor","None Of These Candidates","13"
"Washoe","2027","Governor","Sandoval, Brian","291"
"Washoe","2027","Governor","VanDerBeek, David Lory","11"
"Washoe","2028","Governor","Goodman, Robert ""Bob""","59"
"Washoe","2028","Governor","None Of These Candidates","18"
"Washoe","2028","Governor","Sandoval, Brian","453"
"Washoe","2028","Governor","VanDerBeek, David Lory","5"
"Washoe","2029","Governor","Goodman, Robert ""Bob""","54"
"Washoe","2029","Governor","None Of These Candidates","8"
"Washoe","2029","Governor","Sandoval, Brian","267"
"Washoe","2029","Governor","VanDerBeek, David Lory","8"
"Washoe","2030","Governor","Goodman, Robert ""Bob""","44"
"Washoe","2030","Governor","None Of These Candidates","8"
"Washoe","2030","Governor","Sandoval, Brian","288"
"Washoe","2030","Governor","VanDerBeek, David Lory","5"
"Washoe","2031","Governor","Goodman, Robert ""Bob""","84"
"Washoe","2031","Governor","None Of These Candidates","9"
"Washoe","2031","Governor","Sandoval, Brian","489"
"Washoe","2031","Governor","VanDerBeek, David Lory","6"
"Washoe","2032","Governor","Goodman, Robert ""Bob""","52"
"Washoe","2032","Governor","None Of These Candidates","11"
"Washoe","2032","Governor","Sandoval, Brian","166"
"Washoe","2032","Governor","VanDerBeek, David Lory","7"
"Washoe","2033","Governor","Goodman, Robert ""Bob""","70"
"Washoe","2033","Governor","None Of These Candidates","11"
"Washoe","2033","Governor","Sandoval, Brian","409"
"Washoe","2033","Governor","VanDerBeek, David Lory","8"
"Washoe","2034","Governor","Goodman, Robert ""Bob""","31"
"Washoe","2034","Governor","None Of These Candidates","4"
"Washoe","2034","Governor","Sandoval, Brian","319"
"Washoe","2034","Governor","VanDerBeek, David Lory","7"
"Washoe","2035","Governor","Goodman, Robert ""Bob""","59"
"Washoe","2035","Governor","None Of These Candidates","16"
"Washoe","2035","Governor","Sandoval, Brian","394"
"Washoe","2035","Governor","VanDerBeek, David Lory","6"
"Washoe","2036","Governor","Goodman, Robert ""Bob""","89"
"Washoe","2036","Governor","None Of These Candidates","7"
"Washoe","2036","Governor","Sandoval, Brian","385"
"Washoe","2036","Governor","VanDerBeek, David Lory","9"
"Washoe","2037","Governor","Goodman, Robert ""Bob""","25"
"Washoe","2037","Governor","None Of These Candidates","4"
"Washoe","2037","Governor","Sandoval, Brian","175"
"Washoe","2037","Governor","VanDerBeek, David Lory","2"
"Washoe","2039","Governor","Goodman, Robert ""Bob""","45"
"Washoe","2039","Governor","None Of These Candidates","10"
"Washoe","2039","Governor","Sandoval, Brian","106"
"Washoe","2039","Governor","VanDerBeek, David Lory","6"
"Washoe","2040","Governor","Goodman, Robert ""Bob""","64"
"Washoe","2040","Governor","None Of These Candidates","6"
"Washoe","2040","Governor","Sandoval, Brian","196"
"Washoe","2040","Governor","VanDerBeek, David Lory","4"
"Washoe","2041","Governor","Goodman, Robert ""Bob""","65"
"Washoe","2041","Governor","None Of These Candidates","7"
"Washoe","2041","Governor","Sandoval, Brian","319"
"Washoe","2041","Governor","VanDerBeek, David Lory","10"
"Washoe","2042","Governor","Goodman, Robert ""Bob""","90"
"Washoe","2042","Governor","None Of These Candidates","9"
"Washoe","2042","Governor","Sandoval, Brian","459"
"Washoe","2042","Governor","VanDerBeek, David Lory","5"
"Washoe","2043","Governor","Goodman, Robert ""Bob""","*"
"Washoe","2043","Governor","None Of These Candidates","*"
"Washoe","2043","Governor","Sandoval, Brian","*"
"Washoe","2043","Governor","VanDerBeek, David Lory","*"
"Washoe","2044","Governor","Goodman, Robert ""Bob""","*"
"Washoe","2044","Governor","None Of These Candidates","*"
"Washoe","2044","Governor","Sandoval, Brian","*"
"Washoe","2044","Governor","VanDerBeek, David Lory","*"
"Washoe","2045","Governor","Goodman, Robert ""Bob""","*"
"Washoe","2045","Governor","None Of These Candidates","*"
"Washoe","2045","Governor","Sandoval, Brian","*"
"Washoe","2045","Governor","VanDerBeek, David Lory","*"
"Washoe","2046","Governor","Goodman, Robert ""Bob""","*"
"Washoe","2046","Governor","None Of These Candidates","*"
"Washoe","2046","Governor","Sandoval, Brian","*"
"Washoe","2046","Governor","VanDerBeek, David Lory","*"
"Washoe","2047","Governor","Goodman, Robert ""Bob""","60"
"Washoe","2047","Governor","None Of These Candidates","8"
"Washoe","2047","Governor","Sandoval, Brian","296"
"Washoe","2047","Governor","VanDerBeek, David Lory","7"
"Washoe","2048","Governor","Goodman, Robert ""Bob""","*"
"Washoe","2048","Governor","None Of These Candidates","*"
"Washoe","2048","Governor","Sandoval, Brian","*"
"Washoe","2048","Governor","VanDerBeek, David Lory","*"
"Washoe","2049","Governor","Goodman, Robert ""Bob""","71"
"Washoe","2049","Governor","None Of These Candidates","11"
"Washoe","2049","Governor","Sandoval, Brian","181"
"Washoe","2049","Governor","VanDerBeek, David Lory","8"
"Washoe","2050","Governor","Goodman, Robert ""Bob""","47"
"Washoe","2050","Governor","None Of These Candidates","18"
"Washoe","2050","Governor","Sandoval, Brian","328"
"Washoe","2050","Governor","VanDerBeek, David Lory","2"
"Washoe","2051","Governor","Goodman, Robert ""Bob""","*"
"Washoe","2051","Governor","None Of These Candidates","*"
"Washoe","2051","Governor","Sandoval, Brian","*"
"Washoe","2051","Governor","VanDerBeek, David Lory","*"
"Washoe","2053","Governor","Goodman, Robert ""Bob""","*"
"Washoe","2053","Governor","None Of These Candidates","*"
"Washoe","2053","Governor","Sandoval, Brian","*"
"Washoe","2053","Governor","VanDerBeek, David Lory","*"
"Washoe","2054","Governor","Goodman, Robert ""Bob""","*"
"Washoe","2054","Governor","None Of These Candidates","*"
"Washoe","2054","Governor","Sandoval, Brian","*"
"Washoe","2054","Governor","VanDerBeek, David Lory","*"
"Washoe","2055","Governor","Goodman, Robert ""Bob""","*"
"Washoe","2055","Governor","None Of These Candidates","*"
"Washoe","2055","Governor","Sandoval, Brian","*"
"Washoe","2055","Governor","VanDerBeek, David Lory","*"
"Washoe","2057","Governor","Goodman, Robert ""Bob""","*"
"Washoe","2057","Governor","None Of These Candidates","*"
"Washoe","2057","Governor","Sandoval, Brian","*"
"Washoe","2057","Governor","VanDerBeek, David Lory","*"
"Washoe","2058","Governor","Goodman, Robert ""Bob""","82"
"Washoe","2058","Governor","None Of These Candidates","13"
"Washoe","2058","Governor","Sandoval, Brian","449"
"Washoe","2058","Governor","VanDerBeek, David Lory","15"
"Washoe","2059","Governor","Goodman, Robert ""Bob""","19"
"Washoe","2059","Governor","None Of These Candidates","2"
"Washoe","2059","Governor","Sandoval, Brian","83"
"Washoe","2059","Governor","VanDerBeek, David Lory","0"
"Washoe","2060","Governor","Goodman, Robert ""Bob""","*"
"Washoe","2060","Governor","None Of These Candidates","*"
"Washoe","2060","Governor","Sandoval, Brian","*"
"Washoe","2060","Governor","VanDerBeek, David Lory","*"
"Washoe","2061","Governor","Goodman, Robert ""Bob""","*"
"Washoe","2061","Governor","None Of These Candidates","*"
"Washoe","2061","Governor","Sandoval, Brian","*"
"Washoe","2061","Governor","VanDerBeek, David Lory","*"
"Washoe","2062","Governor","Goodman, Robert ""Bob""","*"
"Washoe","2062","Governor","None Of These Candidates","*"
"Washoe","2062","Governor","Sandoval, Brian","*"
"Washoe","2062","Governor","VanDerBeek, David Lory","*"
"Washoe","2063","Governor","Goodman, Robert ""Bob""","*"
"Washoe","2063","Governor","None Of These Candidates","*"
"Washoe","2063","Governor","Sandoval, Brian","*"
"Washoe","2063","Governor","VanDerBeek, David Lory","*"
"Washoe","2064","Governor","Goodman, Robert ""Bob""","*"
"Washoe","2064","Governor","None Of These Candidates","*"
"Washoe","2064","Governor","Sandoval, Brian","*"
"Washoe","2064","Governor","VanDerBeek, David Lory","*"
"Washoe","2065","Governor","Goodman, Robert ""Bob""","*"
"Washoe","2065","Governor","None Of These Candidates","*"
"Washoe","2065","Governor","Sandoval, Brian","*"
"Washoe","2065","Governor","VanDerBeek, David Lory","*"
"Washoe","2066","Governor","Goodman, Robert ""Bob""","*"
"Washoe","2066","Governor","None Of These Candidates","*"
"Washoe","2066","Governor","Sandoval, Brian","*"
"Washoe","2066","Governor","VanDerBeek, David Lory","*"
"Washoe","2067","Governor","Goodman, Robert ""Bob""","*"
"Washoe","2067","Governor","None Of These Candidates","*"
"Washoe","2067","Governor","Sandoval, Brian","*"
"Washoe","2067","Governor","VanDerBeek, David Lory","*"
"Washoe","2068","Governor","Goodman, Robert ""Bob""","72"
"Washoe","2068","Governor","None Of These Candidates","15"
"Washoe","2068","Governor","Sandoval, Brian","449"
"Washoe","2068","Governor","VanDerBeek, David Lory","11"
"Washoe","2069","Governor","Goodman, Robert ""Bob""","*"
"Washoe","2069","Governor","None Of These Candidates","*"
"Washoe","2069","Governor","Sandoval, Brian","*"
"Washoe","2069","Governor","VanDerBeek, David Lory","*"
"Washoe","2070","Governor","Goodman, Robert ""Bob""","*"
"Washoe","2070","Governor","None Of These Candidates","*"
"Washoe","2070","Governor","Sandoval, Brian","*"
"Washoe","2070","Governor","VanDerBeek, David Lory","*"
"Washoe","2073","Governor","Goodman, Robert ""Bob""","*"
"Washoe","2073","Governor","None Of These Candidates","*"
"Washoe","2073","Governor","Sandoval, Brian","*"
"Washoe","2073","Governor","VanDerBeek, David Lory","*"
"Washoe","2074","Governor","Goodman, Robert ""Bob""","*"
"Washoe","2074","Governor","None Of These Candidates","*"
"Washoe","2074","Governor","Sandoval, Brian","*"
"Washoe","2074","Governor","VanDerBeek, David Lory","*"
"Washoe","2075","Governor","Goodman, Robert ""Bob""","2"
"Washoe","2075","Governor","None Of These Candidates","3"
"Washoe","2075","Governor","Sandoval, Brian","14"
"Washoe","2075","Governor","VanDerBeek, David Lory","0"
"Washoe","2076","Governor","Goodman, Robert ""Bob""","*"
"Washoe","2076","Governor","None Of These Candidates","*"
"Washoe","2076","Governor","Sandoval, Brian","*"
"Washoe","2076","Governor","VanDerBeek, David Lory","*"
"Washoe","2077","Governor","Goodman, Robert ""Bob""","*"
"Washoe","2077","Governor","None Of These Candidates","*"
"Washoe","2077","Governor","Sandoval, Brian","*"
"Washoe","2077","Governor","VanDerBeek, David Lory","*"
"Washoe","2078","Governor","Goodman, Robert ""Bob""","*"
"Washoe","2078","Governor","None Of These Candidates","*"
"Washoe","2078","Governor","Sandoval, Brian","*"
"Washoe","2078","Governor","VanDerBeek, David Lory","*"
"Washoe","2079","Governor","Goodman, Robert ""Bob""","*"
"Washoe","2079","Governor","None Of These Candidates","*"
"Washoe","2079","Governor","Sandoval, Brian","*"
"Washoe","2079","Governor","VanDerBeek, David Lory","*"
"Washoe","2080","Governor","Goodman, Robert ""Bob""","61"
"Washoe","2080","Governor","None Of These Candidates","13"
"Washoe","2080","Governor","Sandoval, Brian","343"
"Washoe","2080","Governor","VanDerBeek, David Lory","12"
"Washoe","2081","Governor","Goodman, Robert ""Bob""","88"
"Washoe","2081","Governor","None Of These Candidates","15"
"Washoe","2081","Governor","Sandoval, Brian","444"
"Washoe","2081","Governor","VanDerBeek, David Lory","15"
"Washoe","2082","Governor","Goodman, Robert ""Bob""","*"
"Washoe","2082","Governor","None Of These Candidates","*"
"Washoe","2082","Governor","Sandoval, Brian","*"
"Washoe","2082","Governor","VanDerBeek, David Lory","*"
"Washoe","3001","Governor","Goodman, Robert ""Bob""","44"
"Washoe","3001","Governor","None Of These Candidates","3"
"Washoe","3001","Governor","Sandoval, Brian","69"
"Washoe","3001","Governor","VanDerBeek, David Lory","10"
"Washoe","3002","Governor","Goodman, Robert ""Bob""","*"
"Washoe","3002","Governor","None Of These Candidates","*"
"Washoe","3002","Governor","Sandoval, Brian","*"
"Washoe","3002","Governor","VanDerBeek, David Lory","*"
"Washoe","3003","Governor","Goodman, Robert ""Bob""","*"
"Washoe","3003","Governor","None Of These Candidates","*"
"Washoe","3003","Governor","Sandoval, Brian","*"
"Washoe","3003","Governor","VanDerBeek, David Lory","*"
"Washoe","3004","Governor","Goodman, Robert ""Bob""","74"
"Washoe","3004","Governor","None Of These Candidates","16"
"Washoe","3004","Governor","Sandoval, Brian","134"
"Washoe","3004","Governor","VanDerBeek, David Lory","7"
"Washoe","3005","Governor","Goodman, Robert ""Bob""","7"
"Washoe","3005","Governor","None Of These Candidates","0"
"Washoe","3005","Governor","Sandoval, Brian","5"
"Washoe","3005","Governor","VanDerBeek, David Lory","0"
"Washoe","3006","Governor","Goodman, Robert ""Bob""","8"
"Washoe","3006","Governor","None Of These Candidates","0"
"Washoe","3006","Governor","Sandoval, Brian","37"
"Washoe","3006","Governor","VanDerBeek, David Lory","1"
"Washoe","3007","Governor","Goodman, Robert ""Bob""","120"
"Washoe","3007","Governor","None Of These Candidates","16"
"Washoe","3007","Governor","Sandoval, Brian","213"
"Washoe","3007","Governor","VanDerBeek, David Lory","13"
"Washoe","3008","Governor","Goodman, Robert ""Bob""","45"
"Washoe","3008","Governor","None Of These Candidates","5"
"Washoe","3008","Governor","Sandoval, Brian","95"
"Washoe","3008","Governor","VanDerBeek, David Lory","2"
"Washoe","3009","Governor","Goodman, Robert ""Bob""","132"
"Washoe","3009","Governor","None Of These Candidates","23"
"Washoe","3009","Governor","Sandoval, Brian","204"
"Washoe","3009","Governor","VanDerBeek, David Lory","18"
"Washoe","3010","Governor","Goodman, Robert ""Bob""","96"
"Washoe","3010","Governor","None Of These Candidates","7"
"Washoe","3010","Governor","Sandoval, Brian","238"
"Washoe","3010","Governor","VanDerBeek, David Lory","14"
"Washoe","3011","Governor","Goodman, Robert ""Bob""","34"
"Washoe","3011","Governor","None Of These Candidates","9"
"Washoe","3011","Governor","Sandoval, Brian","37"
"Washoe","3011","Governor","VanDerBeek, David Lory","2"
"Washoe","3012","Governor","Goodman, Robert ""Bob""","116"
"Washoe","3012","Governor","None Of These Candidates","14"
"Washoe","3012","Governor","Sandoval, Brian","173"
"Washoe","3012","Governor","VanDerBeek, David Lory","18"
"Washoe","3013","Governor","Goodman, Robert ""Bob""","*"
"Washoe","3013","Governor","None Of These Candidates","*"
"Washoe","3013","Governor","Sandoval, Brian","*"
"Washoe","3013","Governor","VanDerBeek, David Lory","*"
"Washoe","3014","Governor","Goodman, Robert ""Bob""","4"
"Washoe","3014","Governor","None Of These Candidates","0"
"Washoe","3014","Governor","Sandoval, Brian","20"
"Washoe","3014","Governor","VanDerBeek, David Lory","2"
"Washoe","3015","Governor","Goodman, Robert ""Bob""","*"
"Washoe","3015","Governor","None Of These Candidates","*"
"Washoe","3015","Governor","Sandoval, Brian","*"
"Washoe","3015","Governor","VanDerBeek, David Lory","*"
"Washoe","3016","Governor","Goodman, Robert ""Bob""","136"
"Washoe","3016","Governor","None Of These Candidates","12"
"Washoe","3016","Governor","Sandoval, Brian","229"
"Washoe","3016","Governor","VanDerBeek, David Lory","18"
"Washoe","3017","Governor","Goodman, Robert ""Bob""","114"
"Washoe","3017","Governor","None Of These Candidates","10"
"Washoe","3017","Governor","Sandoval, Brian","173"
"Washoe","3017","Governor","VanDerBeek, David Lory","15"
"Washoe","3018","Governor","Goodman, Robert ""Bob""","128"
"Washoe","3018","Governor","None Of These Candidates","10"
"Washoe","3018","Governor","Sandoval, Brian","149"
"Washoe","3018","Governor","VanDerBeek, David Lory","9"
"Washoe","3019","Governor","Goodman, Robert ""Bob""","78"
"Washoe","3019","Governor","None Of These Candidates","5"
"Washoe","3019","Governor","Sandoval, Brian","126"
"Washoe","3019","Governor","VanDerBeek, David Lory","5"
"Washoe","3020","Governor","Goodman, Robert ""Bob""","42"
"Washoe","3020","Governor","None Of These Candidates","9"
"Washoe","3020","Governor","Sandoval, Brian","85"
"Washoe","3020","Governor","VanDerBeek, David Lory","8"
"Washoe","3021","Governor","Goodman, Robert ""Bob""","*"
"Washoe","3021","Governor","None Of These Candidates","*"
"Washoe","3021","Governor","Sandoval, Brian","*"
"Washoe","3021","Governor","VanDerBeek, David Lory","*"
"Washoe","3022","Governor","Goodman, Robert ""Bob""","92"
"Washoe","3022","Governor","None Of These Candidates","17"
"Washoe","3022","Governor","Sandoval, Brian","303"
"Washoe","3022","Governor","VanDerBeek, David Lory","33"
"Washoe","3023","Governor","Goodman, Robert ""Bob""","43"
"Washoe","3023","Governor","None Of These Candidates","8"
"Washoe","3023","Governor","Sandoval, Brian","80"
"Washoe","3023","Governor","VanDerBeek, David Lory","7"
"Washoe","3024","Governor","Goodman, Robert ""Bob""","102"
"Washoe","3024","Governor","None Of These Candidates","18"
"Washoe","3024","Governor","Sandoval, Brian","355"
"Washoe","3024","Governor","VanDerBeek, David Lory","22"
"Washoe","3025","Governor","Goodman, Robert ""Bob""","*"
"Washoe","3025","Governor","None Of These Candidates","*"
"Washoe","3025","Governor","Sandoval, Brian","*"
"Washoe","3025","Governor","VanDerBeek, David Lory","*"
"Washoe","3026","Governor","Goodman, Robert ""Bob""","126"
"Washoe","3026","Governor","None Of These Candidates","14"
"Washoe","3026","Governor","Sandoval, Brian","426"
"Washoe","3026","Governor","VanDerBeek, David Lory","25"
"Washoe","3027","Governor","Goodman, Robert ""Bob""","*"
"Washoe","3027","Governor","None Of These Candidates","*"
"Washoe","3027","Governor","Sandoval, Brian","*"
"Washoe","3027","Governor","VanDerBeek, David Lory","*"
"Washoe","3028","Governor","Goodman, Robert ""Bob""","29"
"Washoe","3028","Governor","None Of These Candidates","2"
"Washoe","3028","Governor","Sandoval, Brian","46"
"Washoe","3028","Governor","VanDerBeek, David Lory","5"
"Washoe","3029","Governor","Goodman, Robert ""Bob""","29"
"Washoe","3029","Governor","None Of These Candidates","0"
"Washoe","3029","Governor","Sandoval, Brian","118"
"Washoe","3029","Governor","VanDerBeek, David Lory","4"
"Washoe","3030","Governor","Goodman, Robert ""Bob""","54"
"Washoe","3030","Governor","None Of These Candidates","5"
"Washoe","3030","Governor","Sandoval, Brian","211"
"Washoe","3030","Governor","VanDerBeek, David Lory","1"
"Washoe","3031","Governor","Goodman, Robert ""Bob""","32"
"Washoe","3031","Governor","None Of These Candidates","4"
"Washoe","3031","Governor","Sandoval, Brian","87"
"Washoe","3031","Governor","VanDerBeek, David Lory","1"
"Washoe","3032","Governor","Goodman, Robert ""Bob""","56"
"Washoe","3032","Governor","None Of These Candidates","9"
"Washoe","3032","Governor","Sandoval, Brian","293"
"Washoe","3032","Governor","VanDerBeek, David Lory","9"
"Washoe","3033","Governor","Goodman, Robert ""Bob""","7"
"Washoe","3033","Governor","None Of These Candidates","0"
"Washoe","3033","Governor","Sandoval, Brian","32"
"Washoe","3033","Governor","VanDerBeek, David Lory","2"
"Washoe","3034","Governor","Goodman, Robert ""Bob""","*"
"Washoe","3034","Governor","None Of These Candidates","*"
"Washoe","3034","Governor","Sandoval, Brian","*"
"Washoe","3034","Governor","VanDerBeek, David Lory","*"
"Washoe","3035","Governor","Goodman, Robert ""Bob""","*"
"Washoe","3035","Governor","None Of These Candidates","*"
"Washoe","3035","Governor","Sandoval, Brian","*"
"Washoe","3035","Governor","VanDerBeek, David Lory","*"
"Washoe","3036","Governor","Goodman, Robert ""Bob""","19"
"Washoe","3036","Governor","None Of These Candidates","2"
"Washoe","3036","Governor","Sandoval, Brian","32"
"Washoe","3036","Governor","VanDerBeek, David Lory","3"
"Washoe","3038","Governor","Goodman, Robert ""Bob""","47"
"Washoe","3038","Governor","None Of These Candidates","6"
"Washoe","3038","Governor","Sandoval, Brian","232"
"Washoe","3038","Governor","VanDerBeek, David Lory","6"
"Washoe","3039","Governor","Goodman, Robert ""Bob""","*"
"Washoe","3039","Governor","None Of These Candidates","*"
"Washoe","3039","Governor","Sandoval, Brian","*"
"Washoe","3039","Governor","VanDerBeek, David Lory","*"
"Washoe","3040","Governor","Goodman, Robert ""Bob""","41"
"Washoe","3040","Governor","None Of These Candidates","6"
"Washoe","3040","Governor","Sandoval, Brian","52"
"Washoe","3040","Governor","VanDerBeek, David Lory","4"
"Washoe","4000","Governor","Goodman, Robert ""Bob""","72"
"Washoe","4000","Governor","None Of These Candidates","11"
"Washoe","4000","Governor","Sandoval, Brian","110"
"Washoe","4000","Governor","VanDerBeek, David Lory","6"
"Washoe","4003","Governor","Goodman, Robert ""Bob""","115"
"Washoe","4003","Governor","None Of These Candidates","10"
"Washoe","4003","Governor","Sandoval, Brian","196"
"Washoe","4003","Governor","VanDerBeek, David Lory","14"
"Washoe","4005","Governor","Goodman, Robert ""Bob""","27"
"Washoe","4005","Governor","None Of These Candidates","4"
"Washoe","4005","Governor","Sandoval, Brian","94"
"Washoe","4005","Governor","VanDerBeek, David Lory","2"
"Washoe","4007","Governor","Goodman, Robert ""Bob""","*"
"Washoe","4007","Governor","None Of These Candidates","*"
"Washoe","4007","Governor","Sandoval, Brian","*"
"Washoe","4007","Governor","VanDerBeek, David Lory","*"
"Washoe","4008","Governor","Goodman, Robert ""Bob""","*"
"Washoe","4008","Governor","None Of These Candidates","*"
"Washoe","4008","Governor","Sandoval, Brian","*"
"Washoe","4008","Governor","VanDerBeek, David Lory","*"
"Washoe","4009","Governor","Goodman, Robert ""Bob""","31"
"Washoe","4009","Governor","None Of These Candidates","8"
"Washoe","4009","Governor","Sandoval, Brian","128"
"Washoe","4009","Governor","VanDerBeek, David Lory","7"
"Washoe","4012","Governor","Goodman, Robert ""Bob""","54"
"Washoe","4012","Governor","None Of These Candidates","10"
"Washoe","4012","Governor","Sandoval, Brian","159"
"Washoe","4012","Governor","VanDerBeek, David Lory","14"
"Washoe","4014","Governor","Goodman, Robert ""Bob""","100"
"Washoe","4014","Governor","None Of These Candidates","15"
"Washoe","4014","Governor","Sandoval, Brian","263"
"Washoe","4014","Governor","VanDerBeek, David Lory","12"
"Washoe","4015","Governor","Goodman, Robert ""Bob""","*"
"Washoe","4015","Governor","None Of These Candidates","*"
"Washoe","4015","Governor","Sandoval, Brian","*"
"Washoe","4015","Governor","VanDerBeek, David Lory","*"
"Washoe","4016","Governor","Goodman, Robert ""Bob""","96"
"Washoe","4016","Governor","None Of These Candidates","11"
"Washoe","4016","Governor","Sandoval, Brian","294"
"Washoe","4016","Governor","VanDerBeek, David Lory","14"
"Washoe","4017","Governor","Goodman, Robert ""Bob""","84"
"Washoe","4017","Governor","None Of These Candidates","6"
"Washoe","4017","Governor","Sandoval, Brian","203"
"Washoe","4017","Governor","VanDerBeek, David Lory","17"
"Washoe","4018","Governor","Goodman, Robert ""Bob""","*"
"Washoe","4018","Governor","None Of These Candidates","*"
"Washoe","4018","Governor","Sandoval, Brian","*"
"Washoe","4018","Governor","VanDerBeek, David Lory","*"
"Washoe","4019","Governor","Goodman, Robert ""Bob""","69"
"Washoe","4019","Governor","None Of These Candidates","9"
"Washoe","4019","Governor","Sandoval, Brian","178"
"Washoe","4019","Governor","VanDerBeek, David Lory","11"
"Washoe","4020","Governor","Goodman, Robert ""Bob""","22"
"Washoe","4020","Governor","None Of These Candidates","2"
"Washoe","4020","Governor","Sandoval, Brian","48"
"Washoe","4020","Governor","VanDerBeek, David Lory","2"
"Washoe","4021","Governor","Goodman, Robert ""Bob""","6"
"Washoe","4021","Governor","None Of These Candidates","4"
"Washoe","4021","Governor","Sandoval, Brian","86"
"Washoe","4021","Governor","VanDerBeek, David Lory","1"
"Washoe","4022","Governor","Goodman, Robert ""Bob""","13"
"Washoe","4022","Governor","None Of These Candidates","1"
"Washoe","4022","Governor","Sandoval, Brian","24"
"Washoe","4022","Governor","VanDerBeek, David Lory","5"
"Washoe","4023","Governor","Goodman, Robert ""Bob""","35"
"Washoe","4023","Governor","None Of These Candidates","10"
"Washoe","4023","Governor","Sandoval, Brian","173"
"Washoe","4023","Governor","VanDerBeek, David Lory","8"
"Washoe","4024","Governor","Goodman, Robert ""Bob""","29"
"Washoe","4024","Governor","None Of These Candidates","6"
"Washoe","4024","Governor","Sandoval, Brian","137"
"Washoe","4024","Governor","VanDerBeek, David Lory","3"
"Washoe","4025","Governor","Goodman, Robert ""Bob""","50"
"Washoe","4025","Governor","None Of These Candidates","8"
"Washoe","4025","Governor","Sandoval, Brian","222"
"Washoe","4025","Governor","VanDerBeek, David Lory","17"
"Washoe","4026","Governor","Goodman, Robert ""Bob""","*"
"Washoe","4026","Governor","None Of These Candidates","*"
"Washoe","4026","Governor","Sandoval, Brian","*"
"Washoe","4026","Governor","VanDerBeek, David Lory","*"
"Washoe","4028","Governor","Goodman, Robert ""Bob""","*"
"Washoe","4028","Governor","None Of These Candidates","*"
"Washoe","4028","Governor","Sandoval, Brian","*"
"Washoe","4028","Governor","VanDerBeek, David Lory","*"
"Washoe","4029","Governor","Goodman, Robert ""Bob""","*"
"Washoe","4029","Governor","None Of These Candidates","*"
"Washoe","4029","Governor","Sandoval, Brian","*"
"Washoe","4029","Governor","VanDerBeek, David Lory","*"
"Washoe","4032","Governor","Goodman, Robert ""Bob""","115"
"Washoe","4032","Governor","None Of These Candidates","11"
"Washoe","4032","Governor","Sandoval, Brian","430"
"Washoe","4032","Governor","VanDerBeek, David Lory","21"
"Washoe","4033","Governor","Goodman, Robert ""Bob""","114"
"Washoe","4033","Governor","None Of These Candidates","18"
"Washoe","4033","Governor","Sandoval, Brian","447"
"Washoe","4033","Governor","VanDerBeek, David Lory","8"
"Washoe","4035","Governor","Goodman, Robert ""Bob""","111"
"Washoe","4035","Governor","None Of These Candidates","11"
"Washoe","4035","Governor","Sandoval, Brian","420"
"Washoe","4035","Governor","VanDerBeek, David Lory","8"
"Washoe","4036","Governor","Goodman, Robert ""Bob""","47"
"Washoe","4036","Governor","None Of These Candidates","7"
"Washoe","4036","Governor","Sandoval, Brian","198"
"Washoe","4036","Governor","VanDerBeek, David Lory","15"
"Washoe","4037","Governor","Goodman, Robert ""Bob""","85"
"Washoe","4037","Governor","None Of These Candidates","8"
"Washoe","4037","Governor","Sandoval, Brian","268"
"Washoe","4037","Governor","VanDerBeek, David Lory","7"
"Washoe","4038","Governor","Goodman, Robert ""Bob""","52"
"Washoe","4038","Governor","None Of These Candidates","6"
"Washoe","4038","Governor","Sandoval, Brian","167"
"Washoe","4038","Governor","VanDerBeek, David Lory","7"
"Washoe","4039","Governor","Goodman, Robert ""Bob""","120"
"Washoe","4039","Governor","None Of These Candidates","15"
"Washoe","4039","Governor","Sandoval, Brian","364"
"Washoe","4039","Governor","VanDerBeek, David Lory","16"
"Washoe","4040","Governor","Goodman, Robert ""Bob""","*"
"Washoe","4040","Governor","None Of These Candidates","*"
"Washoe","4040","Governor","Sandoval, Brian","*"
"Washoe","4040","Governor","VanDerBeek, David Lory","*"
"Washoe","4041","Governor","Goodman, Robert ""Bob""","93"
"Washoe","4041","Governor","None Of These Candidates","15"
"Washoe","4041","Governor","Sandoval, Brian","293"
"Washoe","4041","Governor","VanDerBeek, David Lory","13"
"Washoe","4042","Governor","Goodman, Robert ""Bob""","*"
"Washoe","4042","Governor","None Of These Candidates","*"
"Washoe","4042","Governor","Sandoval, Brian","*"
"Washoe","4042","Governor","VanDerBeek, David Lory","*"
